mode,t_rel,offered_mbps,util_kernel,util_ditto,aoi_s,error,abs_error,du_dt,error_pred,read_gap_s,ditto_ok,t_source,t_read,ts
static,41.674,2.0,0.0,0.00118,0.3108,0.00118,0.00118,0.0,0.0,0.0109,1,1784300655.987,1784300656.298,1784300656.298
static,41.886,2.0,0.0,0.00118,0.5208,0.00118,0.00118,0.0,0.0,0.0095,1,1784300655.987,1784300656.508,1784300656.508
static,42.095,2.0,0.00294,0.00118,0.7305,-0.00176,0.00176,0.01404,0.01025,0.0092,1,1784300655.987,1784300656.718,1784300656.718
static,42.305,2.0,0.0,0.00118,0.942,0.00118,0.00118,0.01391,0.01311,0.011,1,1784300655.987,1784300656.929,1784300656.929
static,42.517,2.0,0.0,0.00118,0.1497,0.00118,0.00118,0.0,0.0,0.0083,1,1784300656.988,1784300657.138,1784300657.138
static,42.725,2.0,0.0,0.00118,0.3595,0.00118,0.00118,0.0,0.0,0.0093,1,1784300656.988,1784300657.348,1784300657.348
static,42.935,2.0,0.0,0.00118,0.5715,0.00118,0.00118,0.0,0.0,0.0115,1,1784300656.988,1784300657.56,1784300657.56
static,43.147,2.0,0.00294,0.00118,0.7831,-0.00176,0.00176,0.01391,0.01089,0.0111,1,1784300656.988,1784300657.771,1784300657.771
static,43.359,2.0,0.0,0.00118,0.9937,0.00118,0.00118,0.01397,0.01388,0.0101,1,1784300656.988,1784300657.982,1784300657.982
static,43.569,2.0,0.0,0.00118,0.2035,0.00118,0.00118,0.0,0.0,0.0092,1,1784300657.988,1784300658.192,1784300658.192
static,43.779,2.0,0.0,0.00118,0.4144,0.00118,0.00118,0.0,0.0,0.0104,1,1784300657.988,1784300658.402,1784300658.403
static,43.99,2.0,0.0,0.00118,0.6252,0.00118,0.00118,0.0,0.0,0.0101,1,1784300657.988,1784300658.613,1784300658.613
static,44.201,2.0,0.00294,0.00118,0.8358,-0.00176,0.00176,0.01396,0.01167,0.01,1,1784300657.988,1784300658.824,1784300658.824
static,44.411,2.0,0.0,0.00118,1.0452,0.00118,0.00118,0.01405,0.01468,0.009,1,1784300657.988,1784300659.033,1784300659.033
static,44.621,2.0,0.0,0.00118,0.2546,0.00118,0.00118,0.0,0.0,0.0088,1,1784300658.988,1784300659.243,1784300659.243
static,44.83,2.0,0.0,0.00118,0.4642,0.00118,0.00118,0.0,0.0,0.009,1,1784300658.988,1784300659.452,1784300659.452
static,45.04,2.0,0.00294,0.00118,0.675,-0.00176,0.00176,0.01396,0.00942,0.0102,1,1784300658.988,1784300659.663,1784300659.663
static,45.251,2.0,0.0,0.00118,0.8846,0.00118,0.00118,0.01403,0.01241,0.0092,1,1784300658.988,1784300659.873,1784300659.873
static,45.46,2.0,0.0,0.00118,1.0909,0.00118,0.00118,0.0,0.0,0.0057,1,1784300658.988,1784300660.079,1784300660.079
static,45.667,2.0,0.0,0.00118,0.3029,0.00118,0.00118,0.0,0.0,0.0115,1,1784300659.988,1784300660.291,1784300660.291
static,45.879,2.0,0.0,0.00118,0.513,0.00118,0.00118,0.0,0.0,0.0096,1,1784300659.988,1784300660.501,1784300660.501
static,46.089,2.0,0.00294,0.00118,0.7237,-0.00176,0.00176,0.01396,0.0101,0.0103,1,1784300659.988,1784300660.712,1784300660.712
static,46.299,2.0,0.0,0.00118,0.9354,0.00118,0.00118,0.0139,0.013,0.0112,1,1784300659.988,1784300660.923,1784300660.924
static,46.511,2.0,0.0,0.00118,0.1437,0.00118,0.00118,0.0,0.0,0.0079,1,1784300660.988,1784300661.132,1784300661.132
static,46.719,2.0,0.0,0.00118,0.3541,0.00118,0.00118,0.0,0.0,0.0098,1,1784300660.988,1784300661.342,1784300661.342
static,46.93,2.0,0.0,0.00118,0.5646,0.00118,0.00118,0.0,0.0,0.01,1,1784300660.988,1784300661.553,1784300661.553
static,47.14,2.0,0.00294,0.00118,0.7753,-0.00176,0.00176,0.01396,0.01083,0.0102,1,1784300660.988,1784300661.763,1784300661.763
static,47.351,2.0,0.0,0.00118,0.9857,0.00118,0.00118,0.01398,0.01378,0.0099,1,1784300660.988,1784300661.974,1784300661.974
static,47.561,2.0,0.0,0.00118,0.1958,0.00118,0.00118,0.0,0.0,0.0096,1,1784300661.988,1784300662.184,1784300662.184
static,47.771,2.0,0.0,0.00118,0.4072,0.00118,0.00118,0.0,0.0,0.0109,1,1784300661.988,1784300662.395,1784300662.395
static,47.983,2.0,0.0,0.00118,0.6181,0.00118,0.00118,0.0,0.0,0.0102,1,1784300661.988,1784300662.606,1784300662.606
static,48.194,2.0,0.00294,0.00118,0.8286,-0.00176,0.00176,0.01398,0.01158,0.0099,1,1784300661.988,1784300662.817,1784300662.817
static,48.404,2.0,0.0,0.00118,1.0379,0.00118,0.00118,0.01405,0.01459,0.0089,1,1784300661.988,1784300663.026,1784300663.026
static,48.614,2.0,0.0,0.00118,0.2487,0.00118,0.00118,0.0,0.0,0.0101,1,1784300662.988,1784300663.237,1784300663.237
static,48.824,2.0,0.0,0.00118,0.4586,0.00118,0.00118,0.0,0.0,0.0093,1,1784300662.988,1784300663.447,1784300663.447
static,49.034,2.0,0.00294,0.00118,0.6692,-0.00176,0.00176,0.01397,0.00935,0.0101,1,1784300662.988,1784300663.657,1784300663.657
static,49.245,2.0,0.0,0.00118,0.8802,0.00118,0.00118,0.01394,0.01227,0.0105,1,1784300662.988,1784300663.868,1784300663.868
static,49.456,2.0,0.0,0.00118,1.0894,0.00118,0.00118,0.0,0.0,0.0081,1,1784300662.988,1784300664.077,1784300664.077
static,49.665,2.0,0.0,0.00118,0.2996,0.00118,0.00118,0.0,0.0,0.0095,1,1784300663.988,1784300664.288,1784300664.288
static,49.875,2.0,0.0,0.00118,0.5096,0.00118,0.00118,0.0,0.0,0.0095,1,1784300663.988,1784300664.498,1784300664.498
static,50.085,2.0,0.00294,0.00118,0.7194,-0.00176,0.00176,0.01404,0.0101,0.0093,1,1784300663.988,1784300664.707,1784300664.707
static,50.295,2.0,0.0,0.00118,0.9288,0.00118,0.00118,0.01405,0.01305,0.009,1,1784300663.988,1784300664.917,1784300664.917
static,50.504,2.0,0.0,0.00118,0.1353,0.00118,0.00118,0.0,0.0,0.0071,1,1784300664.989,1784300665.124,1784300665.124
static,50.712,2.0,0.0,0.00118,0.3449,0.00118,0.00118,0.0,0.0,0.0091,1,1784300664.989,1784300665.334,1784300665.334
static,50.922,2.0,0.0,0.00118,0.5546,0.00118,0.00118,0.0,0.0,0.0092,1,1784300664.989,1784300665.544,1784300665.544
static,51.131,2.0,0.00294,0.00118,0.7648,-0.00176,0.00176,0.01401,0.01071,0.0096,1,1784300664.989,1784300665.754,1784300665.754
static,51.341,2.0,0.0,0.00118,0.9753,0.00118,0.00118,0.01398,0.01363,0.01,1,1784300664.989,1784300665.964,1784300665.964
static,51.552,2.0,0.0,0.00118,0.1872,0.00118,0.00118,0.0,0.0,0.0114,1,1784300665.989,1784300666.176,1784300666.176
static,51.764,2.0,0.0,0.00118,0.3978,0.00118,0.00118,0.0,0.0,0.0101,1,1784300665.989,1784300666.387,1784300666.387
static,51.974,2.0,0.0,0.00118,0.6087,0.00118,0.00118,0.0,0.0,0.0104,1,1784300665.989,1784300666.598,1784300666.598
static,52.185,2.0,0.00294,0.00118,0.8188,-0.00176,0.00176,0.01401,0.01147,0.0096,1,1784300665.989,1784300666.808,1784300666.808
static,52.395,2.0,0.0,0.00118,1.0281,0.00118,0.00118,0.01406,0.01446,0.0088,1,1784300665.989,1784300667.017,1784300667.017
static,52.605,2.0,0.0,0.00118,0.2378,0.00118,0.00118,0.0,0.0,0.0092,1,1784300666.989,1784300667.227,1784300667.227
static,52.814,2.0,0.0,0.00118,0.4489,0.00118,0.00118,0.0,0.0,0.0106,1,1784300666.989,1784300667.438,1784300667.438
static,53.026,2.0,0.06177,0.00118,0.6589,-0.06059,0.06059,0.29411,0.19379,0.0096,1,1784300666.989,1784300667.648,1784300667.648
static,53.235,2.0,0.0,0.00118,0.869,0.00118,0.00118,0.29405,0.25551,0.0097,1,1784300666.989,1784300667.858,1784300667.858
static,53.445,2.0,0.0,0.00118,1.0776,0.00118,0.00118,0.0,0.0,0.0084,1,1784300666.989,1784300668.067,1784300668.067
static,53.654,2.0,0.00035,0.00118,0.2898,0.00083,0.00083,0.00165,0.00048,0.0117,1,1784300667.989,1784300668.279,1784300668.279
static,53.867,2.0,0.0,0.00118,0.5006,0.00118,0.00118,0.00166,0.00083,0.0102,1,1784300667.989,1784300668.49,1784300668.49
static,54.077,2.0,0.00294,0.00118,0.7114,-0.00176,0.00176,0.01396,0.00993,0.0103,1,1784300667.989,1784300668.7,1784300668.701
static,54.288,2.0,0.0,0.00118,0.9227,0.00118,0.00118,0.01392,0.01285,0.0108,1,1784300667.989,1784300668.912,1784300668.912
static,54.499,2.0,0.0,0.00132,0.1297,0.00132,0.00132,0.0,0.0,0.0066,1,1784300668.989,1784300669.119,1784300669.119
static,54.707,2.0,0.0,0.00132,0.3396,0.00132,0.00132,0.0,0.0,0.0093,1,1784300668.989,1784300669.329,1784300669.329
static,54.916,2.0,0.0,0.00132,0.5502,0.00132,0.00132,0.0,0.0,0.0099,1,1784300668.989,1784300669.539,1784300669.539
static,55.127,2.0,0.00294,0.00132,0.7598,-0.00162,0.00162,0.01403,0.01066,0.0091,1,1784300668.989,1784300669.749,1784300669.749
static,55.336,2.0,0.0,0.00132,0.9699,0.00132,0.00132,0.01401,0.01358,0.0096,1,1784300668.989,1784300669.959,1784300669.959
static,55.547,2.0,0.0,0.00132,1.1764,0.00132,0.00132,0.0,0.0,0.0061,1,1784300668.989,1784300670.165,1784300670.166
static,55.753,2.0,0.0,0.00118,0.386,0.00118,0.00118,0.0,0.0,0.0092,1,1784300669.989,1784300670.375,1784300670.375
static,55.963,2.0,0.0,0.00118,0.5957,0.00118,0.00118,0.0,0.0,0.0092,1,1784300669.989,1784300670.585,1784300670.585
static,56.172,2.0,0.00294,0.00118,0.8065,-0.00176,0.00176,0.01396,0.01126,0.0104,1,1784300669.989,1784300670.795,1784300670.796
static,56.383,2.0,0.0,0.00118,1.0166,0.00118,0.00118,0.01401,0.01424,0.0098,1,1784300669.989,1784300671.006,1784300671.006
static,56.593,2.0,0.0,0.00118,0.2256,0.00118,0.00118,0.0,0.0,0.0085,1,1784300670.989,1784300671.215,1784300671.215
static,56.802,2.0,0.0,0.00118,0.4352,0.00118,0.00118,0.0,0.0,0.0091,1,1784300670.989,1784300671.424,1784300671.424
static,57.012,2.0,0.0,0.00118,0.6447,0.00118,0.00118,0.0,0.0,0.009,1,1784300670.989,1784300671.634,1784300671.634
static,57.221,2.0,0.00294,0.00118,0.8546,-0.00176,0.00176,0.01401,0.01197,0.0093,1,1784300670.989,1784300671.844,1784300671.844
static,57.431,2.0,0.0,0.00118,1.0615,0.00118,0.00118,0.01422,0.01509,0.0065,1,1784300670.989,1784300672.051,1784300672.051
static,57.638,2.0,0.0,0.00118,0.2713,0.00118,0.00118,0.0,0.0,0.0094,1,1784300671.989,1784300672.26,1784300672.26
static,57.848,2.0,0.0,0.00118,0.4808,0.00118,0.00118,0.0,0.0,0.009,1,1784300671.989,1784300672.47,1784300672.47
static,58.057,2.0,0.00294,0.00118,0.6901,-0.00176,0.00176,0.01406,0.0097,0.0088,1,1784300671.989,1784300672.679,1784300672.679
static,58.267,2.0,0.0,0.00118,0.8992,0.00118,0.00118,0.01407,0.01265,0.0086,1,1784300671.989,1784300672.888,1784300672.888
static,58.476,2.0,0.0,0.00118,1.1065,0.00118,0.00118,0.0,0.0,0.0068,1,1784300671.989,1784300673.095,1784300673.096
static,58.683,2.0,0.0,0.00118,0.3168,0.00118,0.00118,0.0,0.0,0.0109,1,1784300672.99,1784300673.307,1784300673.307
static,58.894,2.0,0.0,0.00118,0.5261,0.00118,0.00118,0.0,0.0,0.0088,1,1784300672.99,1784300673.516,1784300673.516
static,59.104,2.0,0.00294,0.00118,0.7364,-0.00176,0.00176,0.01399,0.0103,0.0098,1,1784300672.99,1784300673.726,1784300673.727
static,59.314,2.0,0.0,0.00118,0.947,0.00118,0.00118,0.01397,0.01323,0.0102,1,1784300672.99,1784300673.937,1784300673.937
static,59.525,2.0,0.0,0.00118,0.1541,0.00118,0.00118,0.0,0.0,0.0067,1,1784300673.99,1784300674.144,1784300674.144
static,59.732,2.0,0.0,0.00118,0.3635,0.00118,0.00118,0.0,0.0,0.0088,1,1784300673.99,1784300674.353,1784300674.354
static,59.941,2.0,0.0,0.00118,0.5736,0.00118,0.00118,0.0,0.0,0.0096,1,1784300673.99,1784300674.564,1784300674.564
step,0.226,3.2,0.05927,0.00118,0.6611,-0.05809,0.05809,,,0.01,1,1784300676.99,1784300677.651,1784300677.651
step,0.436,3.2,0.0,0.00118,0.8715,0.00118,0.00118,0.28179,0.24558,0.0098,1,1784300676.99,1784300677.861,1784300677.862
step,0.646,3.2,0.0,0.00118,1.0772,0.00118,0.00118,0.0,0.0,0.0063,1,1784300676.99,1784300678.067,1784300678.068
step,0.853,3.2,0.0,0.00118,0.2882,0.00118,0.00118,0.0,0.0,0.0104,1,1784300677.991,1784300678.279,1784300678.279
step,1.064,3.2,0.0,0.00118,0.4993,0.00118,0.00118,0.0,0.0,0.0105,1,1784300677.991,1784300678.49,1784300678.49
step,1.275,3.2,0.00294,0.00118,0.7094,-0.00176,0.00176,0.014,0.00993,0.0096,1,1784300677.991,1784300678.7,1784300678.701
step,1.486,3.2,0.0,0.00118,0.9203,0.00118,0.00118,0.01394,0.01283,0.0104,1,1784300677.991,1784300678.911,1784300678.911
step,1.696,3.2,0.0,0.00118,0.1291,0.00118,0.00118,0.0,0.0,0.0082,1,1784300678.991,1784300679.12,1784300679.12
step,1.905,3.2,0.0,0.00118,0.3386,0.00118,0.00118,0.0,0.0,0.0091,1,1784300678.991,1784300679.33,1784300679.33
step,2.115,3.2,0.0,0.00118,0.5497,0.00118,0.00118,0.0,0.0,0.0104,1,1784300678.991,1784300679.541,1784300679.541
step,2.326,3.2,0.00294,0.00118,0.7598,-0.00176,0.00176,0.014,0.01064,0.0096,1,1784300678.991,1784300679.751,1784300679.751
step,2.536,3.2,0.0,0.00118,0.9693,0.00118,0.00118,0.01404,0.01361,0.009,1,1784300678.991,1784300679.96,1784300679.96
step,2.745,3.2,0.0,0.00118,0.1792,0.00118,0.00118,0.0,0.0,0.0093,1,1784300679.991,1784300680.17,1784300680.17
step,2.955,3.2,0.0,0.00118,0.3895,0.00118,0.00118,0.0,0.0,0.0098,1,1784300679.991,1784300680.381,1784300680.381
step,3.166,3.2,0.0,0.00118,0.5997,0.00118,0.00118,0.0,0.0,0.0096,1,1784300679.991,1784300680.591,1784300680.591
step,3.376,3.2,0.00294,0.00118,0.8095,-0.00176,0.00176,0.01403,0.01135,0.0093,1,1784300679.991,1784300680.801,1784300680.801
step,3.585,3.2,0.00085,0.00118,1.0181,0.00033,0.00033,0.01004,0.01022,0.0083,1,1784300679.991,1784300681.009,1784300681.009
step,3.794,3.2,0.0,0.00152,0.2274,0.00152,0.00152,0.00406,0.00092,0.0088,1,1784300680.991,1784300681.218,1784300681.218
step,4.003,3.2,0.0,0.00152,0.4376,0.00152,0.00152,0.0,0.0,0.0098,1,1784300680.991,1784300681.429,1784300681.429
step,4.214,3.2,0.0,0.00152,0.6465,0.00152,0.00152,0.0,0.0,0.0084,1,1784300680.991,1784300681.638,1784300681.638
step,4.423,3.2,0.00294,0.00152,0.8571,-0.00142,0.00142,0.01397,0.01198,0.01,1,1784300680.991,1784300681.848,1784300681.848
step,4.633,3.2,0.0,0.00152,1.0638,0.00152,0.00152,0.01423,0.01514,0.0063,1,1784300680.991,1784300682.055,1784300682.055
step,4.84,3.2,0.0,0.00118,0.2725,0.00118,0.00118,0.0,0.0,0.0083,1,1784300681.991,1784300682.264,1784300682.264
step,5.048,1.2,0.0,0.00118,0.4967,0.00118,0.00118,0.0,0.0,0.0082,1,1784300681.991,1784300682.488,1784300682.488
step,5.273,1.2,0.00294,0.00118,0.7079,-0.00176,0.00176,0.01392,0.00986,0.0105,1,1784300681.991,1784300682.699,1784300682.699
step,5.484,1.2,0.0,0.00118,0.9195,0.00118,0.00118,0.01389,0.01278,0.0111,1,1784300681.991,1784300682.911,1784300682.911
step,5.695,1.2,0.0,0.00118,0.1269,0.00118,0.00118,0.0,0.0,0.0071,1,1784300682.991,1784300683.118,1784300683.118
step,5.903,1.2,0.0,0.00118,0.3375,0.00118,0.00118,0.0,0.0,0.0099,1,1784300682.991,1784300683.328,1784300683.329
step,6.114,1.2,0.0,0.00118,0.5467,0.00118,0.00118,0.0,0.0,0.0087,1,1784300682.991,1784300683.538,1784300683.538
step,6.323,1.2,0.00294,0.00118,0.756,-0.00176,0.00176,0.01406,0.01063,0.0088,1,1784300682.991,1784300683.747,1784300683.747
step,6.532,1.2,0.0,0.00118,0.9654,0.00118,0.00118,0.01405,0.01356,0.009,1,1784300682.991,1784300683.956,1784300683.957
step,6.742,1.2,0.0,0.00118,0.1752,0.00118,0.00118,0.0,0.0,0.0092,1,1784300683.991,1784300684.166,1784300684.166
step,6.951,1.2,0.0,0.00118,0.3848,0.00118,0.00118,0.0,0.0,0.009,1,1784300683.991,1784300684.376,1784300684.376
step,7.161,1.2,0.0,0.00118,0.5942,0.00118,0.00118,0.0,0.0,0.0089,1,1784300683.991,1784300684.585,1784300684.585
step,7.37,1.2,0.00294,0.00118,0.8049,-0.00176,0.00176,0.01396,0.01124,0.0103,1,1784300683.991,1784300684.796,1784300684.796
step,7.581,1.2,0.0,0.00118,1.0144,0.00118,0.00118,0.01405,0.01425,0.009,1,1784300683.991,1784300685.005,1784300685.006
step,7.79,1.2,0.0,0.00118,0.2237,0.00118,0.00118,0.0,0.0,0.0089,1,1784300684.991,1784300685.215,1784300685.215
step,8.0,1.2,0.0,0.00118,0.4331,0.00118,0.00118,0.0,0.0,0.0088,1,1784300684.991,1784300685.424,1784300685.424
step,8.209,1.2,0.0,0.00118,0.6434,0.00118,0.00118,0.0,0.0,0.0098,1,1784300684.991,1784300685.634,1784300685.634
step,8.42,1.2,0.00294,0.00118,0.8535,-0.00176,0.00176,0.014,0.01195,0.0096,1,1784300684.991,1784300685.845,1784300685.845
step,8.63,1.2,0.0,0.00118,1.0623,0.00118,0.00118,0.0141,0.01497,0.0075,1,1784300684.991,1784300686.053,1784300686.053
step,8.838,1.2,0.0,0.00118,0.2719,0.00118,0.00118,0.0,0.0,0.0101,1,1784300685.992,1784300686.264,1784300686.264
step,9.049,1.2,0.0,0.00118,0.4813,0.00118,0.00118,0.0,0.0,0.0088,1,1784300685.992,1784300686.473,1784300686.473
step,9.258,1.2,0.00294,0.00118,0.6911,-0.00176,0.00176,0.01403,0.00969,0.0093,1,1784300685.992,1784300686.683,1784300686.683
step,9.468,1.2,0.0,0.00118,0.9016,0.00118,0.00118,0.01398,0.0126,0.01,1,1784300685.992,1784300686.894,1784300686.894
step,9.679,1.2,0.0,0.00118,0.1087,0.00118,0.00118,0.0,0.0,0.0066,1,1784300686.992,1784300687.101,1784300687.101
step,9.886,1.2,0.0,0.00118,0.3179,0.00118,0.00118,0.0,0.0,0.0086,1,1784300686.992,1784300687.31,1784300687.31
step,10.095,3.2,0.0,0.00118,0.5426,0.00118,0.00118,0.0,0.0,0.0079,1,1784300686.992,1784300687.535,1784300687.535
step,10.32,3.2,0.00294,0.00118,0.7515,-0.00176,0.00176,0.01408,0.01058,0.0084,1,1784300686.992,1784300687.744,1784300687.744
step,10.528,3.2,0.0,0.00118,0.9602,0.00118,0.00118,0.01409,0.01353,0.0084,1,1784300686.992,1784300687.952,1784300687.952
step,10.737,3.2,0.0,0.00118,0.1694,0.00118,0.00118,0.0,0.0,0.0085,1,1784300687.992,1784300688.161,1784300688.161
step,10.946,3.2,0.0,0.00118,0.3793,0.00118,0.00118,0.0,0.0,0.0094,1,1784300687.992,1784300688.371,1784300688.371
step,11.156,3.2,0.0,0.00118,0.5887,0.00118,0.00118,0.0,0.0,0.009,1,1784300687.992,1784300688.581,1784300688.581
step,11.366,3.2,0.00294,0.00118,0.7978,-0.00176,0.00176,0.01408,0.01123,0.0085,1,1784300687.992,1784300688.79,1784300688.79
step,11.575,3.2,0.0,0.00118,1.0066,0.00118,0.00118,0.01409,0.01419,0.0083,1,1784300687.992,1784300688.999,1784300688.999
step,11.784,3.2,0.0,0.00118,0.216,0.00118,0.00118,0.0,0.0,0.0089,1,1784300688.992,1784300689.208,1784300689.208
step,11.993,3.2,0.0,0.00118,0.4344,0.00118,0.00118,0.0,0.0,0.0179,1,1784300688.992,1784300689.426,1784300689.427
step,12.211,3.2,0.0,0.00118,0.6477,0.00118,0.00118,0.0,0.0,0.0129,1,1784300688.992,1784300689.64,1784300689.64
step,12.425,3.2,0.00294,0.00118,0.8567,-0.00176,0.00176,0.01408,0.01206,0.0085,1,1784300688.992,1784300689.849,1784300689.849
step,12.634,3.2,0.0,0.00118,1.0653,0.00118,0.00118,0.01411,0.01503,0.0082,1,1784300688.992,1784300690.057,1784300690.057
step,12.842,3.2,0.0,0.00118,0.2749,0.00118,0.00118,0.0,0.0,0.009,1,1784300689.992,1784300690.267,1784300690.267
step,13.052,3.2,0.0,0.00118,0.4848,0.00118,0.00118,0.0,0.0,0.0095,1,1784300689.992,1784300690.477,1784300690.477
step,13.262,3.2,0.00294,0.00118,0.6946,-0.00176,0.00176,0.01403,0.00974,0.0092,1,1784300689.992,1784300690.687,1784300690.687
step,13.472,3.2,0.0,0.00118,0.9044,0.00118,0.00118,0.01402,0.01268,0.0093,1,1784300689.992,1784300690.896,1784300690.896
step,13.681,3.2,0.0,0.00118,0.1118,0.00118,0.00118,0.0,0.0,0.007,1,1784300690.992,1784300691.104,1784300691.104
step,13.889,3.2,0.0,0.00118,0.3216,0.00118,0.00118,0.0,0.0,0.0093,1,1784300690.992,1784300691.314,1784300691.314
step,14.099,3.2,0.0,0.00118,0.5308,0.00118,0.00118,0.0,0.0,0.0087,1,1784300690.992,1784300691.523,1784300691.523
step,14.308,3.2,0.00294,0.00118,0.7404,-0.00176,0.00176,0.01404,0.01039,0.009,1,1784300690.992,1784300691.732,1784300691.732
step,14.518,3.2,0.0,0.00118,0.9506,0.00118,0.00118,0.01399,0.0133,0.0097,1,1784300690.992,1784300691.943,1784300691.943
step,14.728,3.2,0.0,0.00118,0.1607,0.00118,0.00118,0.0,0.0,0.0095,1,1784300691.992,1784300692.153,1784300692.153
step,14.938,3.2,0.0,0.00118,0.37,0.00118,0.00118,0.0,0.0,0.0087,1,1784300691.992,1784300692.362,1784300692.362
step,15.147,1.2,0.0,0.00118,0.5957,0.00118,0.00118,0.0,0.0,0.0085,1,1784300691.992,1784300692.588,1784300692.588
step,15.373,1.2,0.00294,0.00118,0.8047,-0.00176,0.00176,0.01408,0.01133,0.0086,1,1784300691.992,1784300692.797,1784300692.797
step,15.582,1.2,0.0,0.00118,1.0133,0.00118,0.00118,0.01411,0.0143,0.0083,1,1784300691.992,1784300693.005,1784300693.005
step,15.791,1.2,0.0,0.00118,0.2214,0.00118,0.00118,0.0,0.0,0.0085,1,1784300692.993,1784300693.214,1784300693.215
step,15.999,1.2,0.0,0.00118,0.4311,0.00118,0.00118,0.0,0.0,0.0093,1,1784300692.993,1784300693.424,1784300693.424
step,16.209,1.2,0.0,0.00118,0.6403,0.00118,0.00118,0.0,0.0,0.0085,1,1784300692.993,1784300693.633,1784300693.633
step,16.418,1.2,0.00294,0.00118,0.8511,-0.00176,0.00176,0.01397,0.01189,0.0104,1,1784300692.993,1784300693.844,1784300693.844
step,16.629,1.2,0.0,0.00118,1.0597,0.00118,0.00118,0.01411,0.01496,0.0082,1,1784300692.993,1784300694.053,1784300694.053
step,16.838,1.2,0.0,0.00118,0.2694,0.00118,0.00118,0.0,0.0,0.0093,1,1784300693.993,1784300694.262,1784300694.263
step,17.047,1.2,0.0,0.00118,0.4788,0.00118,0.00118,0.0,0.0,0.009,1,1784300693.993,1784300694.472,1784300694.472
step,17.257,1.2,0.00294,0.00118,0.6889,-0.00176,0.00176,0.01401,0.00965,0.0096,1,1784300693.993,1784300694.682,1784300694.682
step,17.467,1.2,0.0,0.00118,0.8973,0.00118,0.00118,0.01413,0.01268,0.0079,1,1784300693.993,1784300694.89,1784300694.89
step,17.675,1.2,0.0,0.00118,0.1032,0.00118,0.00118,0.0,0.0,0.0055,1,1784300694.993,1784300695.096,1784300695.096
step,17.881,1.2,0.0,0.00118,0.3131,0.00118,0.00118,0.0,0.0,0.0094,1,1784300694.993,1784300695.306,1784300695.306
step,18.091,1.2,0.0,0.00118,0.5226,0.00118,0.00118,0.0,0.0,0.0091,1,1784300694.993,1784300695.516,1784300695.516
step,18.301,1.2,0.00294,0.00118,0.7338,-0.00176,0.00176,0.01393,0.01022,0.0105,1,1784300694.993,1784300695.727,1784300695.727
step,18.512,1.2,0.0,0.00118,0.9437,0.00118,0.00118,0.01401,0.01323,0.0093,1,1784300694.993,1784300695.937,1784300695.937
step,18.722,1.2,0.0,0.00118,0.1528,0.00118,0.00118,0.0,0.0,0.0087,1,1784300695.993,1784300696.146,1784300696.146
step,18.931,1.2,0.0,0.00118,0.362,0.00118,0.00118,0.0,0.0,0.0086,1,1784300695.993,1784300696.355,1784300696.355
step,19.14,1.2,0.0,0.00118,0.5715,0.00118,0.00118,0.0,0.0,0.009,1,1784300695.993,1784300696.565,1784300696.565
step,19.35,1.2,0.00294,0.00118,0.7826,-0.00176,0.00176,0.01394,0.01091,0.0105,1,1784300695.993,1784300696.776,1784300696.776
step,19.561,1.2,0.0,0.00118,0.9918,0.00118,0.00118,0.01406,0.01394,0.0086,1,1784300695.993,1784300696.985,1784300696.985
step,19.77,1.2,0.0,0.00118,0.2028,0.00118,0.00118,0.0,0.0,0.0103,1,1784300696.993,1784300697.196,1784300697.196
step,19.981,1.2,0.0,0.00118,0.4122,0.00118,0.00118,0.0,0.0,0.0088,1,1784300696.993,1784300697.405,1784300697.405
step,20.19,3.2,0.0,0.00118,0.6366,0.00118,0.00118,0.0,0.0,0.0083,1,1784300696.993,1784300697.63,1784300697.63
step,20.415,3.2,0.00294,0.00118,0.8466,-0.00176,0.00176,0.01401,0.01186,0.0095,1,1784300696.993,1784300697.84,1784300697.84
step,20.625,3.2,0.0,0.00118,1.0552,0.00118,0.00118,0.01411,0.01489,0.0081,1,1784300696.993,1784300698.048,1784300698.048
step,20.833,3.2,0.0,0.00118,0.2651,0.00118,0.00118,0.0,0.0,0.0094,1,1784300697.993,1784300698.258,1784300698.258
step,21.043,3.2,0.0,0.00118,0.474,0.00118,0.00118,0.0,0.0,0.0083,1,1784300697.993,1784300698.467,1784300698.467
step,21.252,3.2,0.00294,0.00118,0.6825,-0.00176,0.00176,0.01411,0.00963,0.0081,1,1784300697.993,1784300698.676,1784300698.676
step,21.46,3.2,0.0,0.00118,0.8918,0.00118,0.00118,0.01406,0.01254,0.009,1,1784300697.993,1784300698.885,1784300698.885
step,21.67,3.2,0.0,0.00118,0.0975,0.00118,0.00118,0.0,0.0,0.0053,1,1784300698.993,1784300699.091,1784300699.091
step,21.875,3.2,0.0,0.00118,0.3065,0.00118,0.00118,0.0,0.0,0.0086,1,1784300698.993,1784300699.299,1784300699.3
step,22.084,3.2,0.0,0.00118,0.5156,0.00118,0.00118,0.0,0.0,0.0088,1,1784300698.993,1784300699.509,1784300699.509
step,22.294,3.2,0.00294,0.00118,0.7263,-0.00176,0.00176,0.01397,0.01015,0.0101,1,1784300698.993,1784300699.719,1784300699.719
step,22.504,3.2,0.0,0.00118,0.9355,0.00118,0.00118,0.01407,0.01316,0.0087,1,1784300698.993,1784300699.928,1784300699.929
