label,coverage_target,coverage,policy,n_accept,n_reject,err_system,err_accept,err_reject,err_delta_vs_anchor,regret_system,regret_accept,regret_reject,regret_delta_vs_anchor,sla_system,sla_accept,sla_reject,sla_delta_vs_anchor
B1_random,0.1,0.10000060003960261,static,49997,449970,0.3286216890314761,0.22245334720083204,0.3404182501055626,0.10622301071870746,3.594332119325776,1.7700447975614757,3.7970320620469566,1.8268714634537049,0.20391745855226445,0.15628937736264176,0.20920950285574594,0.04996729784165754
B1_random,0.11,0.10999925995115678,static,54996,444971,0.3274336106183008,0.22265255654956725,0.3403839800796007,0.10503493230553215,3.573805492792989,1.7685684090375464,3.796922996311677,1.806344836920918,0.2033994243620079,0.15610226198268964,0.20924509687148152,0.04944926365140098
B1_random,0.12,0.11999991999471965,static,59996,439971,0.32618752837687287,0.22256483765584373,0.34031788458784784,0.10378885006410424,3.553505596130531,1.7676789061105413,3.7970272329985053,1.78604494025846,0.20288739056777746,0.15677711847456496,0.2091751501803528,0.048937229857170556
B1_random,0.13,0.13000058003828252,static,64996,434971,0.3250634541879764,0.22313680841897962,0.3402939506311915,0.10266477587520775,3.535659712271364,1.775819761449577,3.798625651250314,1.7681990563992929,0.20243736086581715,0.15740968674995384,0.2091656685158321,0.04848720015521024
B1_random,0.14,0.13999923994983668,static,69995,429972,0.32384937405868786,0.22345881848703478,0.3401919194738262,0.10145069574591922,3.514447774212244,1.7724484742062776,3.79802726544404,1.746987118340173,0.20180331901905527,0.15686834773912423,0.2091182681662992,0.04785315830844836
B1_random,0.15,0.14999989999339958,static,74995,424972,0.3226252932693558,0.2229881992132809,0.34020829607597675,0.10022661495658716,3.4922868174362045,1.7728717783102044,3.7957127628143814,1.7248261615641334,0.20123128126456347,0.15693046203080205,0.2090490667620455,0.04728112055395656
B1_random,0.16,0.16000056003696245,static,79995,419972,0.3213272075957013,0.22287642977686106,0.34007981484479916,0.09892852928293269,3.4701821400339004,1.7704142891024082,3.793948794085277,1.7027214841618292,0.2006472427180194,0.15674729670604412,0.20900917204004077,0.04669708200741249
B1_random,0.17,0.1699992199485166,static,84994,414973,0.3201151275984215,0.22294514906934607,0.3400173023305131,0.09771644928565285,3.448956721100812,1.7765961563214985,3.7914865094071666,1.6814960652287407,0.2000292019273272,0.15696402098971693,0.20884973239222793,0.046079041216720296
B1_random,0.18,0.17999987999207948,static,89994,409973,0.3189750523534553,0.2227926306198191,0.34008824971400553,0.09657637404068667,3.4300574691019046,1.7772034267343586,3.792878793161842,1.6625968132298334,0.19951716813309678,0.15655488143654023,0.2089479063255385,0.04556700742248987
B1_random,0.19,0.19000054003564235,static,94994,404973,0.31778097354425394,0.2231298818872771,0.33998315937111856,0.09538229523148531,3.408772480930336,1.7779811751606551,3.7913051171808636,1.6413118250582648,0.1989631315666834,0.156736214918837,0.2088682455373568,0.0450129708560765
